Age,Height_cm,Weight_kg,BMI,Gender,FitnessGoal,Level,WorkoutsPerWeek,WalksPerWeek,HealthCondition,ActivityLevel,WorkoutType,DietType
37,184,78,23.0,Male,Weight Loss,Beginner,1,3,None,Lightly Active,Cardio,Calorie Deficit
50,178,85,26.8,Female,Flexibility,Professional,2,7,None,Active,Flexibility,Balanced
37,164,95,35.3,Female,Endurance,Beginner,0,3,None,Lightly Active,Cardio,Balanced
29,182,91,27.5,Male,Flexibility,Professional,6,6,Joint Pain,Very Active,Low-Impact Strength/Range,Balanced
18,156,102,41.9,Male,Flexibility,Professional,3,6,None,Active,Flexibility,Balanced
43,161,119,45.9,Male,Endurance,Beginner,3,3,None,Active,Cardio,Balanced
31,198,101,25.8,Male,Weight Loss,Professional,5,2,None,Active,Cardio,Calorie Deficit
55,179,67,20.9,Male,Flexibility,Intermediate,4,5,None,Very Active,Flexibility,Balanced
54,170,92,31.8,Female,Flexibility,Beginner,0,3,None,Lightly Active,Flexibility,Balanced
28,180,66,20.4,Male,Muscle Gain,Intermediate,5,5,None,Very Active,Strength,High Protein
53,173,61,20.4,Female,Flexibility,Beginner,0,3,Diabetes,Lightly Active,Flexibility,Low GI Balanced
30,169,113,39.6,Female,Endurance,Professional,6,4,None,Very Active,Cardio,Balanced
20,186,55,15.9,Female,Muscle Gain,Professional,7,5,None,Very Active,Strength,High Protein
50,153,59,25.2,Female,Weight Loss,Professional,5,4,None,Very Active,Cardio,Calorie Deficit
23,177,79,25.2,Male,Muscle Gain,Beginner,3,3,None,Active,Strength,High Protein
27,193,77,20.7,Male,Endurance,Intermediate,4,3,None,Active,Cardio,Balanced
22,169,60,21.0,Female,Endurance,Intermediate,3,3,None,Active,Cardio,Balanced
40,173,78,26.1,Female,Muscle Gain,Beginner,5,4,Heart Condition,Very Active,Low-Impact Cardio,High Protein
27,199,110,27.8,Female,Weight Loss,Beginner,5,5,None,Very Active,Cardio,Calorie Deficit
19,198,84,21.4,Male,Muscle Gain,Intermediate,3,3,None,Active,Strength,High Protein
30,181,72,22.0,Female,Weight Loss,Intermediate,4,4,None,Active,Cardio,Calorie Deficit
57,190,91,25.2,Male,Muscle Gain,Intermediate,6,5,Joint Pain,Very Active,Low-Impact Strength/Range,High Protein
19,185,83,24.3,Female,Endurance,Intermediate,7,3,None,Very Active,Cardio,Balanced
37,183,114,34.0,Female,Flexibility,Beginner,3,3,Asthma,Active,Flexibility,Balanced
18,185,117,34.2,Male,Flexibility,Beginner,3,6,None,Active,Flexibility,Balanced
54,151,64,28.1,Female,Weight Loss,Professional,4,5,None,Very Active,Cardio,Calorie Deficit
26,164,45,16.7,Male,Weight Loss,Intermediate,7,4,None,Very Active,Cardio,Calorie Deficit
34,183,116,34.6,Male,Weight Loss,Professional,3,5,None,Active,Cardio,Calorie Deficit
26,185,107,31.3,Female,Endurance,Beginner,3,0,None,Lightly Active,Cardio,Balanced
28,155,111,46.2,Female,Muscle Gain,Beginner,2,4,Asthma,Active,Strength,High Protein
32,188,48,13.6,Female,Endurance,Professional,4,4,None,Active,Cardio,Balanced
41,191,102,28.0,Female,Flexibility,Intermediate,3,4,None,Active,Flexibility,Balanced
55,161,69,26.6,Male,Weight Loss,Intermediate,7,3,None,Very Active,Cardio,Calorie Deficit
52,152,91,39.4,Female,Muscle Gain,Intermediate,1,2,None,Lightly Active,Strength,High Protein
47,194,82,21.8,Female,Flexibility,Intermediate,4,3,None,Active,Flexibility,Balanced
48,167,59,21.2,Male,Flexibility,Professional,3,7,None,Very Active,Flexibility,Balanced
22,189,107,30.0,Non-binary/Other,Flexibility,Professional,3,4,None,Active,Flexibility,Balanced
31,170,65,22.5,Male,Endurance,Beginner,3,4,None,Active,Cardio,Balanced
28,164,101,37.6,Female,Weight Loss,Intermediate,4,1,None,Active,Cardio,Calorie Deficit
26,182,97,29.3,Male,Flexibility,Intermediate,3,1,None,Active,Flexibility,Balanced
51,184,90,26.6,Male,Weight Loss,Intermediate,3,5,None,Active,Cardio,Calorie Deficit
29,175,58,18.9,Male,Endurance,Professional,3,4,None,Active,Cardio,Balanced
52,157,61,24.7,Female,Flexibility,Intermediate,3,4,None,Active,Flexibility,Balanced
52,185,83,24.3,Male,Endurance,Professional,7,3,None,Very Active,Cardio,Balanced
18,197,53,13.7,Male,Endurance,Intermediate,6,5,None,Very Active,Cardio,Balanced
57,179,50,15.6,Female,Weight Loss,Intermediate,3,2,None,Active,Cardio,Calorie Deficit
39,172,67,22.6,Female,Flexibility,Beginner,3,2,None,Active,Flexibility,Balanced
46,191,103,28.2,Male,Endurance,Intermediate,6,4,None,Very Active,Cardio,Balanced
25,193,90,24.2,Male,Flexibility,Intermediate,0,3,None,Lightly Active,Flexibility,Balanced
28,163,82,30.9,Male,Weight Loss,Beginner,4,3,None,Active,Cardio,Calorie Deficit
58,163,58,21.8,Male,Endurance,Professional,7,5,Heart Condition,Very Active,Low-Impact Cardio,Balanced
54,151,116,50.9,Female,Weight Loss,Professional,3,5,None,Active,Cardio,Calorie Deficit
31,186,106,30.6,Female,Flexibility,Intermediate,2,6,None,Active,Flexibility,Balanced
47,154,79,33.3,Female,Flexibility,Professional,7,4,None,Very Active,Flexibility,Balanced
52,187,63,18.0,Male,Weight Loss,Intermediate,4,1,None,Active,Cardio,Calorie Deficit
38,194,74,19.7,Female,Muscle Gain,Beginner,0,3,Heart Condition,Lightly Active,Low-Impact Cardio,High Protein
54,190,69,19.1,Female,Endurance,Beginner,2,7,None,Active,Cardio,Balanced
22,196,84,21.9,Female,Flexibility,Intermediate,4,4,None,Active,Flexibility,Balanced
36,163,58,21.8,Female,Flexibility,Beginner,4,5,None,Very Active,Flexibility,Balanced
31,188,70,19.8,Female,Endurance,Beginner,4,0,None,Active,Cardio,Balanced
43,174,66,21.8,Female,Weight Loss,Intermediate,7,4,None,Very Active,Cardio,Calorie Deficit
21,169,92,32.2,Male,Weight Loss,Intermediate,3,1,None,Active,Cardio,Calorie Deficit
42,151,95,41.7,Female,Weight Loss,Beginner,3,4,None,Active,Cardio,Calorie Deficit
59,188,47,13.3,Female,Muscle Gain,Professional,5,6,None,Very Active,Strength,High Protein
42,155,86,35.8,Female,Muscle Gain,Professional,5,7,None,Very Active,Strength,High Protein
35,166,63,22.9,Male,Flexibility,Intermediate,2,4,None,Active,Flexibility,Balanced
57,174,117,38.6,Female,Weight Loss,Intermediate,7,4,None,Very Active,Cardio,Calorie Deficit
25,177,72,23.0,Female,Endurance,Professional,6,6,None,Very Active,Cardio,Balanced
56,151,89,39.0,Male,Flexibility,Beginner,3,4,None,Active,Flexibility,Balanced
57,184,115,34.0,Male,Endurance,Professional,5,1,None,Active,Cardio,Balanced
31,186,107,30.9,Female,Flexibility,Professional,4,4,None,Active,Flexibility,Balanced
49,154,117,49.3,Female,Muscle Gain,Professional,5,3,None,Very Active,Strength,High Protein
55,150,63,28.0,Female,Flexibility,Professional,6,4,Hypertension,Very Active,Flexibility,Low Sodium Balanced
50,189,91,25.5,Male,Muscle Gain,Intermediate,4,4,None,Active,Strength,High Protein
40,161,58,22.4,Female,Flexibility,Intermediate,7,4,None,Very Active,Flexibility,Balanced
32,185,82,24.0,Male,Weight Loss,Beginner,3,3,None,Active,Cardio,Calorie Deficit
50,194,97,25.8,Male,Endurance,Beginner,2,2,None,Lightly Active,Cardio,Balanced
42,172,105,35.5,Male,Weight Loss,Beginner,4,4,None,Active,Cardio,Calorie Deficit
34,196,80,20.8,Male,Flexibility,Beginner,1,5,None,Active,Flexibility,Balanced
50,180,84,25.9,Male,Flexibility,Professional,4,5,Joint Pain,Very Active,Low-Impact Strength/Range,Balanced
19,160,74,28.9,Male,Flexibility,Intermediate,3,3,None,Active,Flexibility,Balanced
31,159,53,21.0,Male,Muscle Gain,Intermediate,4,6,None,Very Active,Strength,High Protein
57,152,108,46.7,Male,Endurance,Beginner,4,6,None,Very Active,Cardio,Balanced
57,163,77,29.0,Female,Endurance,Beginner,3,2,None,Active,Cardio,Balanced
56,165,96,35.3,Male,Flexibility,Professional,6,1,None,Very Active,Flexibility,Balanced
23,159,58,22.9,Male,Flexibility,Professional,5,5,None,Very Active,Flexibility,Balanced
23,178,119,37.6,Female,Muscle Gain,Beginner,2,5,None,Active,Strength,High Protein
20,159,97,38.4,Male,Weight Loss,Intermediate,5,7,Hypertension,Very Active,Cardio,Low Sodium Balanced
24,161,103,39.7,Female,Weight Loss,Intermediate,3,6,None,Active,Cardio,Calorie Deficit
25,179,85,26.5,Male,Endurance,Intermediate,3,5,None,Active,Cardio,Balanced
59,190,112,31.0,Male,Muscle Gain,Beginner,3,4,None,Active,Strength,High Protein
32,150,112,49.8,Female,Flexibility,Intermediate,3,0,None,Lightly Active,Flexibility,Balanced
46,154,52,21.9,Female,Endurance,Professional,1,3,None,Lightly Active,Cardio,Balanced
50,169,46,16.1,Female,Muscle Gain,Professional,5,4,Asthma,Very Active,Strength,High Protein
47,157,85,34.5,Female,Weight Loss,Beginner,3,4,None,Active,Cardio,Calorie Deficit
56,192,99,26.9,Female,Muscle Gain,Professional,5,4,None,Very Active,Strength,High Protein
44,161,60,23.1,Male,Weight Loss,Beginner,6,5,None,Very Active,Cardio,Calorie Deficit
53,150,106,47.1,Male,Muscle Gain,Intermediate,4,3,None,Active,Strength,High Protein
46,169,92,32.2,Male,Endurance,Intermediate,6,4,None,Very Active,Cardio,Balanced
55,177,74,23.6,Male,Weight Loss,Intermediate,2,2,None,Lightly Active,Cardio,Calorie Deficit
50,192,56,15.2,Female,Endurance,Professional,5,4,None,Very Active,Cardio,Balanced
54,186,79,22.8,Female,Endurance,Beginner,5,5,None,Very Active,Cardio,Balanced
44,196,55,14.3,Male,Weight Loss,Intermediate,4,5,None,Very Active,Cardio,Calorie Deficit
50,186,108,31.2,Female,Weight Loss,Beginner,4,7,Hypertension,Very Active,Cardio,Low Sodium Balanced
21,161,94,36.3,Female,Flexibility,Intermediate,3,3,None,Active,Flexibility,Balanced
39,186,65,18.8,Male,Flexibility,Professional,3,4,None,Active,Flexibility,Balanced
19,198,113,28.8,Male,Flexibility,Professional,5,3,None,Very Active,Flexibility,Balanced
27,198,92,23.5,Male,Endurance,Beginner,2,3,None,Active,Cardio,Balanced
22,193,64,17.2,Male,Endurance,Professional,6,6,None,Very Active,Cardio,Balanced
27,177,111,35.4,Male,Flexibility,Professional,4,5,None,Very Active,Flexibility,Balanced
50,196,88,22.9,Female,Endurance,Beginner,6,6,None,Very Active,Cardio,Balanced
55,164,77,28.6,Male,Endurance,Intermediate,7,3,None,Very Active,Cardio,Balanced
30,155,117,48.7,Male,Weight Loss,Professional,4,6,None,Very Active,Cardio,Calorie Deficit
48,193,105,28.2,Non-binary/Other,Weight Loss,Beginner,2,0,Asthma,Lightly Active,Moderate Cardio,Calorie Deficit
53,169,53,18.6,Female,Endurance,Professional,7,6,None,Very Active,Cardio,Balanced
41,199,112,28.3,Female,Flexibility,Professional,7,3,None,Very Active,Flexibility,Balanced
32,163,79,29.7,Male,Muscle Gain,Professional,5,3,Joint Pain,Very Active,Low-Impact Strength/Range,High Protein
46,151,109,47.8,Male,Flexibility,Professional,4,4,None,Active,Flexibility,Balanced
25,158,52,20.8,Female,Muscle Gain,Beginner,3,6,None,Active,Strength,High Protein
22,186,89,25.7,Male,Flexibility,Beginner,4,0,None,Active,Flexibility,Balanced
